Meeting ID,Host,Feature,Event Type,Event time,View Count,Regeneration Count
M05009448,user3356@globalenterprise.com,Summary,Generated,2024-05-28 00:38:00,3,1
M05009450,user1542@globalenterprise.com,Summary,Generated,2024-05-05 01:45:00,2,3
M05009452,user1002@globalenterprise.com,Summary,Generated,2024-05-24 01:30:00,4,2
M05009453,user4556@globalenterprise.com,Summary,Generated,2024-05-07 00:59:00,4,2
M05009454,user1463@globalenterprise.com,Summary,Generated,2024-05-14 01:19:00,4,3
M05009455,user6901@globalenterprise.com,Summary,Generated,2024-05-14 00:45:00,3,2
M05009456,user3336@globalenterprise.com,Summary,Generated,2024-05-14 00:49:00,2,3
M05009459,user3003@globalenterprise.com,Summary,Generated,2024-05-07 02:00:00,4,3
M05009460,user4082@globalenterprise.com,Summary,Generated,2024-05-16 01:53:00,4,2
M05009461,user3943@globalenterprise.com,Summary,Generated,2024-05-06 01:04:00,5,3
M05009464,user5701@globalenterprise.com,Summary,Generated,2024-05-16 01:18:00,5,3
M05009466,user7307@globalenterprise.com,Summary,Generated,2024-05-18 01:30:00,4,2
M05009469,user4789@globalenterprise.com,Summary,Generated,2024-05-06 00:15:00,2,3
M05009471,user6373@globalenterprise.com,Summary,Generated,2024-05-14 01:40:00,3,2
M05009472,user1853@globalenterprise.com,Summary,Generated,2024-05-04 00:44:00,5,1
M05009473,user1612@globalenterprise.com,Summary,Generated,2024-05-12 00:20:00,2,1
M05009475,user2710@globalenterprise.com,Summary,Generated,2024-05-08 00:49:00,5,2
M05009476,user1555@globalenterprise.com,Summary,Generated,2024-05-10 01:52:00,3,3
M05009477,user5643@globalenterprise.com,Summary,Generated,2024-05-21 00:15:00,3,3
M05009478,user2177@globalenterprise.com,Summary,Generated,2024-05-21 01:30:00,2,1
M05009479,user3718@globalenterprise.com,Summary,Generated,2024-05-10 01:30:00,4,3
M05009481,user2868@globalenterprise.com,Summary,Generated,2024-05-18 01:13:00,3,3
M05009482,user5472@globalenterprise.com,Summary,Generated,2024-05-20 01:18:00,4,2
M05009483,user1026@globalenterprise.com,Summary,Generated,2024-05-08 01:29:00,3,1
M05009484,user3243@globalenterprise.com,Summary,Generated,2024-05-03 01:47:00,4,2
M05009485,user223@globalenterprise.com,Summary,Generated,2024-05-08 01:14:00,3,1
M05009486,user6690@globalenterprise.com,Summary,Generated,2024-05-24 01:40:00,3,1
M05009487,user5118@globalenterprise.com,Summary,Generated,2024-05-27 01:35:00,3,2
M05009488,user4119@globalenterprise.com,Summary,Generated,2024-05-07 01:28:00,3,2
M05009490,user5231@globalenterprise.com,Summary,Generated,2024-05-18 01:21:00,4,1
M05009491,user4407@globalenterprise.com,Summary,Generated,2024-05-11 01:32:00,3,2
M05009495,user1414@globalenterprise.com,Summary,Generated,2024-05-16 01:14:00,5,2
M05009496,user5400@globalenterprise.com,Summary,Generated,2024-05-27 00:36:00,4,1
M05009497,user6398@globalenterprise.com,Summary,Generated,2024-05-12 00:30:00,4,3
M05009498,user2923@globalenterprise.com,Summary,Generated,2024-05-11 00:22:00,4,2
M05009499,user6672@globalenterprise.com,Summary,Generated,2024-05-21 00:22:00,3,1
M05009500,user2588@globalenterprise.com,Summary,Generated,2024-05-16 00:52:00,3,3
M05009503,user445@globalenterprise.com,Summary,Generated,2024-05-27 01:51:00,5,2
M05009504,user2786@globalenterprise.com,Summary,Generated,2024-05-03 01:26:00,2,2
M05009505,user4131@globalenterprise.com,Summary,Generated,2024-05-07 00:31:00,3,1
M05009506,user897@globalenterprise.com,Summary,Generated,2024-05-25 01:34:00,3,3
M05009509,user783@globalenterprise.com,Summary,Generated,2024-05-07 01:40:00,3,2
M05009511,user5980@globalenterprise.com,Summary,Generated,2024-05-26 01:50:00,4,2
M05009512,user6396@globalenterprise.com,Summary,Generated,2024-05-13 00:25:00,2,3
M05009513,user6097@globalenterprise.com,Summary,Generated,2024-05-18 01:16:00,2,2
M05009516,user4969@globalenterprise.com,Summary,Generated,2024-05-04 01:58:00,3,3
M05009517,user7731@globalenterprise.com,Summary,Generated,2024-05-03 00:50:00,3,3
M05009518,user4115@globalenterprise.com,Summary,Generated,2024-05-29 01:23:00,3,2
M05009519,user4670@globalenterprise.com,Summary,Generated,2024-05-04 00:19:00,3,1
M05009522,user5022@globalenterprise.com,Summary,Generated,2024-05-04 01:38:00,3,2
M05009524,user3665@globalenterprise.com,Summary,Generated,2024-05-22 01:29:00,5,3
M05009526,user904@globalenterprise.com,Summary,Generated,2024-05-18 00:55:00,2,1
M05009527,user7035@globalenterprise.com,Summary,Generated,2024-05-06 01:32:00,3,2
M05009528,user2758@globalenterprise.com,Summary,Generated,2024-05-24 01:39:00,5,1
M05009530,user7719@globalenterprise.com,Summary,Generated,2024-05-03 00:35:00,3,2
M05009531,user7383@globalenterprise.com,Summary,Generated,2024-05-11 01:33:00,4,1
M05009533,user1939@globalenterprise.com,Summary,Generated,2024-05-20 01:15:00,4,3
M05009534,user2135@globalenterprise.com,Summary,Generated,2024-05-12 01:47:00,2,1
M05009535,user4587@globalenterprise.com,Summary,Generated,2024-05-19 00:55:00,4,3
M05009536,user5396@globalenterprise.com,Summary,Generated,2024-05-27 00:49:00,2,1
M05009537,user5693@globalenterprise.com,Summary,Generated,2024-05-08 00:35:00,2,1
M05009538,user4061@globalenterprise.com,Summary,Generated,2024-05-04 00:48:00,4,1
M05009539,user1108@globalenterprise.com,Summary,Generated,2024-05-14 00:15:00,4,1
M05009542,user797@globalenterprise.com,Summary,Generated,2024-05-18 01:58:00,5,2
M05009543,user5427@globalenterprise.com,Summary,Generated,2024-05-09 01:43:00,3,3
M05009544,user3370@globalenterprise.com,Summary,Generated,2024-05-24 00:39:00,2,3
M05009546,user1806@globalenterprise.com,Summary,Generated,2024-05-07 00:41:00,5,3
M05009547,user3447@globalenterprise.com,Summary,Generated,2024-05-26 01:06:00,4,1
M05009549,user1901@globalenterprise.com,Summary,Generated,2024-05-11 01:24:00,5,2
M05009552,user5785@globalenterprise.com,Summary,Generated,2024-05-05 00:32:00,3,2
M05009553,user5691@globalenterprise.com,Summary,Generated,2024-05-08 01:04:00,3,1
M05009554,user6019@globalenterprise.com,Summary,Generated,2024-05-20 01:24:00,2,3
M05009555,user2375@globalenterprise.com,Summary,Generated,2024-05-09 01:56:00,5,2
M05009556,user2061@globalenterprise.com,Summary,Generated,2024-05-13 01:38:00,5,3
M05009557,user6194@globalenterprise.com,Summary,Generated,2024-05-24 01:09:00,4,2
M05009559,user5183@globalenterprise.com,Summary,Generated,2024-05-16 01:43:00,2,1
M05009560,user1814@globalenterprise.com,Summary,Generated,2024-05-14 01:10:00,4,3
M05009561,user1064@globalenterprise.com,Summary,Generated,2024-05-16 00:31:00,5,3
M05009563,user227@globalenterprise.com,Summary,Generated,2024-05-27 00:57:00,2,3
M05009564,user7141@globalenterprise.com,Summary,Generated,2024-05-12 01:58:00,4,1
M05009567,user2167@globalenterprise.com,Summary,Generated,2024-05-02 00:48:00,4,3
M05009570,user2119@globalenterprise.com,Summary,Generated,2024-05-22 01:25:00,5,1
M05009573,user4995@globalenterprise.com,Summary,Generated,2024-05-04 00:50:00,5,1
M05009575,user2680@globalenterprise.com,Summary,Generated,2024-05-12 00:44:00,2,2
M05009577,user3035@globalenterprise.com,Summary,Generated,2024-05-14 00:39:00,2,2
M05009578,user7763@globalenterprise.com,Summary,Generated,2024-05-07 00:16:00,4,1
M05009580,user6345@globalenterprise.com,Summary,Generated,2024-05-21 01:45:00,3,3
M05009583,user5349@globalenterprise.com,Summary,Generated,2024-05-08 01:09:00,4,1
M05009584,user4701@globalenterprise.com,Summary,Generated,2024-05-22 01:55:00,3,1
M05009585,user3538@globalenterprise.com,Summary,Generated,2024-05-04 00:32:00,5,2
M05009586,user4313@globalenterprise.com,Summary,Generated,2024-05-06 01:35:00,4,1
M05009588,user2053@globalenterprise.com,Summary,Generated,2024-05-09 01:05:00,5,3
M05009590,user3726@globalenterprise.com,Summary,Generated,2024-05-03 00:15:00,3,3
M05009593,user3052@globalenterprise.com,Summary,Generated,2024-05-18 00:27:00,2,3
M05009595,user6270@globalenterprise.com,Summary,Generated,2024-05-19 01:45:00,3,2
M05009598,user6395@globalenterprise.com,Summary,Generated,2024-05-18 01:55:00,2,1
M05009599,user3168@globalenterprise.com,Summary,Generated,2024-05-17 01:26:00,2,2
M05009600,user2859@globalenterprise.com,Summary,Generated,2024-05-26 01:01:00,3,2
M05009601,user2882@globalenterprise.com,Summary,Generated,2024-05-04 00:46:00,2,1
M05009602,user977@globalenterprise.com,Summary,Generated,2024-05-14 00:28:00,2,2
M05009603,user486@globalenterprise.com,Summary,Generated,2024-05-12 01:23:00,3,2
M05009606,user7132@globalenterprise.com,Summary,Generated,2024-05-10 01:45:00,3,1
M05009607,user3024@globalenterprise.com,Summary,Generated,2024-05-02 01:54:00,4,1
M05009609,user2569@globalenterprise.com,Summary,Generated,2024-05-20 00:27:00,4,1
M05009613,user4354@globalenterprise.com,Summary,Generated,2024-05-23 01:32:00,3,3
M05009614,user4936@globalenterprise.com,Summary,Generated,2024-05-26 00:21:00,4,1
M05009615,user6313@globalenterprise.com,Summary,Generated,2024-05-15 01:18:00,5,3
M05009617,user2551@globalenterprise.com,Summary,Generated,2024-05-26 01:37:00,3,1
M05009618,user5436@globalenterprise.com,Summary,Generated,2024-05-09 00:25:00,5,3
M05009619,user3512@globalenterprise.com,Summary,Generated,2024-05-24 00:43:00,2,3
M05009620,user2833@globalenterprise.com,Summary,Generated,2024-05-22 01:25:00,2,2
M05009621,user1822@globalenterprise.com,Summary,Generated,2024-05-07 01:14:00,3,1
M05009622,user4759@globalenterprise.com,Summary,Generated,2024-05-05 01:44:00,4,1
M05009626,user1895@globalenterprise.com,Summary,Generated,2024-05-05 01:12:00,4,3
M05009627,user2461@globalenterprise.com,Summary,Generated,2024-05-25 00:44:00,2,1
M05009629,user308@globalenterprise.com,Summary,Generated,2024-05-20 01:11:00,2,2
M05009630,user31@globalenterprise.com,Summary,Generated,2024-05-24 01:01:00,4,3
M05009632,user3711@globalenterprise.com,Summary,Generated,2024-05-04 01:30:00,5,2
M05009633,user6598@globalenterprise.com,Summary,Generated,2024-05-06 01:59:00,5,3
M05009634,user3777@globalenterprise.com,Summary,Generated,2024-05-11 01:09:00,2,1
M05009635,user6806@globalenterprise.com,Summary,Generated,2024-05-07 00:27:00,4,1
M05009636,user1796@globalenterprise.com,Summary,Generated,2024-05-28 01:33:00,2,3
M05009637,user5729@globalenterprise.com,Summary,Generated,2024-05-15 01:53:00,2,1
M05009638,user285@globalenterprise.com,Summary,Generated,2024-05-02 00:23:00,5,1
M05009639,user4344@globalenterprise.com,Summary,Generated,2024-05-23 01:06:00,3,1
M05009641,user4435@globalenterprise.com,Summary,Generated,2024-05-29 01:20:00,2,3
M05009643,user3062@globalenterprise.com,Summary,Generated,2024-05-21 01:45:00,5,3
M05009645,user673@globalenterprise.com,Summary,Generated,2024-05-11 00:34:00,3,3
M05009646,user6418@globalenterprise.com,Summary,Generated,2024-05-21 01:33:00,2,3
M05009647,user7447@globalenterprise.com,Summary,Generated,2024-05-24 01:14:00,5,3
M05009649,user5567@globalenterprise.com,Summary,Generated,2024-05-18 00:17:00,4,1
M05009650,user5619@globalenterprise.com,Summary,Generated,2024-05-17 00:21:00,3,2
M05009651,user1142@globalenterprise.com,Summary,Generated,2024-05-26 00:54:00,3,2
M05009653,user6447@globalenterprise.com,Summary,Generated,2024-05-13 00:39:00,2,1
M05009654,user5428@globalenterprise.com,Summary,Generated,2024-05-15 00:35:00,3,3
M05009655,user4242@globalenterprise.com,Summary,Generated,2024-05-20 01:23:00,3,3
M05009656,user7357@globalenterprise.com,Summary,Generated,2024-05-24 01:07:00,5,2
M05009657,user5827@globalenterprise.com,Summary,Generated,2024-05-02 01:57:00,5,3
M05009660,user374@globalenterprise.com,Summary,Generated,2024-05-16 01:39:00,4,2
M05009661,user2981@globalenterprise.com,Summary,Generated,2024-05-07 00:59:00,5,1
M05009662,user7285@globalenterprise.com,Summary,Generated,2024-05-17 00:33:00,3,3
M05009663,user3695@globalenterprise.com,Summary,Generated,2024-05-08 01:54:00,5,3
M05009664,user3710@globalenterprise.com,Summary,Generated,2024-05-03 01:23:00,5,3
M05009666,user3793@globalenterprise.com,Summary,Generated,2024-05-03 01:09:00,4,2
M05009667,user2468@globalenterprise.com,Summary,Generated,2024-05-19 00:47:00,4,3
M05009669,user6678@globalenterprise.com,Summary,Generated,2024-05-13 01:53:00,4,3
M05009671,user3988@globalenterprise.com,Summary,Generated,2024-05-27 01:24:00,2,1
M05009672,user6842@globalenterprise.com,Summary,Generated,2024-05-17 00:40:00,5,3
M05009674,user5191@globalenterprise.com,Summary,Generated,2024-05-09 00:29:00,5,3
M05009675,user3540@globalenterprise.com,Summary,Generated,2024-05-28 01:37:00,2,2
M05009676,user1833@globalenterprise.com,Summary,Generated,2024-05-06 01:40:00,4,2
M05009677,user2296@globalenterprise.com,Summary,Generated,2024-05-27 01:59:00,4,3
M05009680,user6520@globalenterprise.com,Summary,Generated,2024-05-20 00:25:00,2,1
M05009682,user1578@globalenterprise.com,Summary,Generated,2024-05-27 00:51:00,2,1
M05009684,user1391@globalenterprise.com,Summary,Generated,2024-05-18 01:57:00,3,1
M05009685,user7682@globalenterprise.com,Summary,Generated,2024-05-04 01:59:00,3,1
M05009687,user3762@globalenterprise.com,Summary,Generated,2024-05-14 01:34:00,4,1
M05009688,user7567@globalenterprise.com,Summary,Generated,2024-05-28 01:10:00,5,2
M05009690,user2941@globalenterprise.com,Summary,Generated,2024-05-04 01:43:00,3,1
M05009691,user5471@globalenterprise.com,Summary,Generated,2024-05-06 01:37:00,5,1
M05009692,user7026@globalenterprise.com,Summary,Generated,2024-05-29 00:46:00,2,3
M05009694,user2385@globalenterprise.com,Summary,Generated,2024-05-27 00:39:00,5,3
M05009695,user1326@globalenterprise.com,Summary,Generated,2024-05-20 00:26:00,2,3
M05009696,user165@globalenterprise.com,Summary,Generated,2024-05-14 00:32:00,4,1
M05009698,user2029@globalenterprise.com,Summary,Generated,2024-05-02 01:33:00,4,1
M05009699,user6636@globalenterprise.com,Summary,Generated,2024-05-13 01:16:00,4,3
M05009700,user2108@globalenterprise.com,Summary,Generated,2024-05-04 00:30:00,5,1
M05009701,user1473@globalenterprise.com,Summary,Generated,2024-05-15 00:50:00,2,2
M05009702,user1576@globalenterprise.com,Summary,Generated,2024-05-07 01:03:00,5,1
M05009705,user7323@globalenterprise.com,Summary,Generated,2024-05-16 01:01:00,5,1
M05009706,user2723@globalenterprise.com,Summary,Generated,2024-05-09 01:59:00,3,2
M05009708,user2030@globalenterprise.com,Summary,Generated,2024-05-16 00:55:00,4,1
M05009709,user3332@globalenterprise.com,Summary,Generated,2024-05-27 00:25:00,4,1
M05009710,user5667@globalenterprise.com,Summary,Generated,2024-05-25 01:25:00,3,1
M05009711,user1124@globalenterprise.com,Summary,Generated,2024-05-09 01:13:00,4,1
M05009712,user2301@globalenterprise.com,Summary,Generated,2024-05-20 00:49:00,4,2
M05009713,user7443@globalenterprise.com,Summary,Generated,2024-05-22 01:52:00,3,3
M05009718,user4533@globalenterprise.com,Summary,Generated,2024-05-09 00:50:00,5,1
M05009723,user1743@globalenterprise.com,Summary,Generated,2024-05-15 00:23:00,5,3
M05009724,user6680@globalenterprise.com,Summary,Generated,2024-05-27 01:12:00,3,1
M05009725,user5870@globalenterprise.com,Summary,Generated,2024-05-29 01:41:00,5,3
M05009726,user955@globalenterprise.com,Summary,Generated,2024-05-25 01:32:00,2,2
M05009727,user4123@globalenterprise.com,Summary,Generated,2024-05-05 00:24:00,3,2
M05009729,user2235@globalenterprise.com,Summary,Generated,2024-05-09 00:55:00,5,1
M05009730,user1100@globalenterprise.com,Summary,Generated,2024-05-04 01:57:00,2,1
M05009731,user2317@globalenterprise.com,Summary,Generated,2024-05-25 02:00:00,4,1
M05009736,user5727@globalenterprise.com,Summary,Generated,2024-05-05 01:21:00,3,1
M05009737,user4871@globalenterprise.com,Summary,Generated,2024-05-14 01:14:00,4,1
M05009739,user6433@globalenterprise.com,Summary,Generated,2024-05-12 01:36:00,5,2
M05009741,user4586@globalenterprise.com,Summary,Generated,2024-05-18 01:06:00,4,1
M05009742,user3250@globalenterprise.com,Summary,Generated,2024-05-24 00:28:00,2,2
M05009745,user3120@globalenterprise.com,Summary,Generated,2024-05-18 01:54:00,3,1
M05009747,user6461@globalenterprise.com,Summary,Generated,2024-05-27 00:40:00,4,1
M05009748,user7612@globalenterprise.com,Summary,Generated,2024-05-24 00:36:00,2,2
M05009749,user3785@globalenterprise.com,Summary,Generated,2024-05-05 01:26:00,4,2
M05009751,user1981@globalenterprise.com,Summary,Generated,2024-05-03 00:49:00,2,1
M05009753,user5595@globalenterprise.com,Summary,Generated,2024-05-24 01:33:00,5,1
M05009754,user6549@globalenterprise.com,Summary,Generated,2024-05-07 01:35:00,4,1
M05009757,user3375@globalenterprise.com,Summary,Generated,2024-05-03 01:49:00,2,1
M05009763,user3176@globalenterprise.com,Summary,Generated,2024-05-08 00:15:00,3,2
M05009764,user7113@globalenterprise.com,Summary,Generated,2024-05-20 01:53:00,5,1
M05009766,user5202@globalenterprise.com,Summary,Generated,2024-05-23 00:47:00,5,2
M05009767,user2449@globalenterprise.com,Summary,Generated,2024-05-12 02:00:00,2,1
M05009768,user3626@globalenterprise.com,Summary,Generated,2024-05-12 00:38:00,5,2
M05009770,user2248@globalenterprise.com,Summary,Generated,2024-05-12 00:57:00,5,2
M05009772,user4796@globalenterprise.com,Summary,Generated,2024-05-19 01:13:00,3,3
M05009774,user4599@globalenterprise.com,Summary,Generated,2024-05-15 01:33:00,3,3
M05009775,user3640@globalenterprise.com,Summary,Generated,2024-05-22 00:27:00,3,2
M05009776,user2621@globalenterprise.com,Summary,Generated,2024-05-02 01:14:00,5,2
M05009778,user6454@globalenterprise.com,Summary,Generated,2024-05-29 00:38:00,5,2
M05009780,user6341@globalenterprise.com,Summary,Generated,2024-05-23 01:34:00,5,2
M05009781,user2790@globalenterprise.com,Summary,Generated,2024-05-25 01:14:00,5,2
M05009782,user2293@globalenterprise.com,Summary,Generated,2024-05-23 01:45:00,4,1
M05009786,user6518@globalenterprise.com,Summary,Generated,2024-05-15 01:37:00,4,3
M05009788,user3454@globalenterprise.com,Summary,Generated,2024-05-13 01:08:00,4,3
M05009789,user5229@globalenterprise.com,Summary,Generated,2024-05-13 00:28:00,4,2
M05009790,user220@globalenterprise.com,Summary,Generated,2024-05-19 01:55:00,4,1
M05009791,user539@globalenterprise.com,Summary,Generated,2024-05-26 01:51:00,3,2
M05009792,user2228@globalenterprise.com,Summary,Generated,2024-05-10 01:31:00,5,2
M05009793,user6046@globalenterprise.com,Summary,Generated,2024-05-10 00:57:00,4,2
M05009794,user4753@globalenterprise.com,Summary,Generated,2024-05-08 00:24:00,4,3
M05009796,user3143@globalenterprise.com,Summary,Generated,2024-05-14 01:15:00,2,2
M05009797,user7773@globalenterprise.com,Summary,Generated,2024-05-16 01:33:00,2,1
M05009798,user2534@globalenterprise.com,Summary,Generated,2024-05-10 01:13:00,3,1
M05009799,user6834@globalenterprise.com,Summary,Generated,2024-05-28 01:08:00,2,1
M05009800,user5958@globalenterprise.com,Summary,Generated,2024-05-27 00:48:00,2,3
M05009801,user7689@globalenterprise.com,Summary,Generated,2024-05-08 01:44:00,2,2
M05009803,user1716@globalenterprise.com,Summary,Generated,2024-05-14 01:54:00,4,2
M05009805,user953@globalenterprise.com,Summary,Generated,2024-05-28 01:14:00,3,3
M05009808,user324@globalenterprise.com,Summary,Generated,2024-05-16 00:45:00,2,2
M05009810,user5061@globalenterprise.com,Summary,Generated,2024-05-02 00:52:00,4,1
M05009812,user1277@globalenterprise.com,Summary,Generated,2024-05-21 00:36:00,2,1
M05009814,user3911@globalenterprise.com,Summary,Generated,2024-05-02 01:07:00,5,2
M05009815,user6943@globalenterprise.com,Summary,Generated,2024-05-22 01:03:00,4,1
M05009816,user3536@globalenterprise.com,Summary,Generated,2024-05-06 00:16:00,3,1
M05009817,user3353@globalenterprise.com,Summary,Generated,2024-05-16 00:53:00,2,3
M05009819,user4565@globalenterprise.com,Summary,Generated,2024-05-12 01:09:00,4,2
M05009820,user3721@globalenterprise.com,Summary,Generated,2024-05-03 00:22:00,2,1
M05009821,user2088@globalenterprise.com,Summary,Generated,2024-05-08 00:33:00,3,3
M05009822,user105@globalenterprise.com,Summary,Generated,2024-05-06 01:12:00,2,1
M05009823,user914@globalenterprise.com,Summary,Generated,2024-05-09 01:57:00,5,1
M05009825,user4545@globalenterprise.com,Summary,Generated,2024-05-18 00:36:00,3,2
M05009826,user4241@globalenterprise.com,Summary,Generated,2024-05-12 00:29:00,4,3
M05009827,user728@globalenterprise.com,Summary,Generated,2024-05-20 01:33:00,5,2
M05009828,user3141@globalenterprise.com,Summary,Generated,2024-05-02 00:37:00,4,2
M05009831,user2104@globalenterprise.com,Summary,Generated,2024-05-05 01:14:00,5,3
M05009832,user5534@globalenterprise.com,Summary,Generated,2024-05-27 01:11:00,5,1
M05009833,user4653@globalenterprise.com,Summary,Generated,2024-05-15 00:18:00,2,3
M05009838,user970@globalenterprise.com,Summary,Generated,2024-05-05 01:20:00,2,1
M05009839,user1826@globalenterprise.com,Summary,Generated,2024-05-03 00:18:00,3,3
M05009840,user3493@globalenterprise.com,Summary,Generated,2024-05-24 01:17:00,3,2
M05009841,user6782@globalenterprise.com,Summary,Generated,2024-05-02 01:27:00,4,2
M05009843,user5995@globalenterprise.com,Summary,Generated,2024-05-05 00:38:00,5,3
M05009844,user92@globalenterprise.com,Summary,Generated,2024-05-02 00:49:00,5,2
M05009847,user2813@globalenterprise.com,Summary,Generated,2024-05-09 00:30:00,2,3
M05009853,user598@globalenterprise.com,Summary,Generated,2024-05-25 00:26:00,3,1
M05009857,user6496@globalenterprise.com,Summary,Generated,2024-05-16 00:30:00,4,1
M05009858,user4301@globalenterprise.com,Summary,Generated,2024-05-19 00:25:00,2,3
M05009859,user614@globalenterprise.com,Summary,Generated,2024-05-02 00:54:00,5,1
M05009860,user5539@globalenterprise.com,Summary,Generated,2024-05-26 00:21:00,2,1
M05009861,user3061@globalenterprise.com,Summary,Generated,2024-05-27 01:07:00,5,1
M05009862,user758@globalenterprise.com,Summary,Generated,2024-05-21 01:14:00,5,1
M05009863,user4712@globalenterprise.com,Summary,Generated,2024-05-09 01:44:00,2,2
M05009864,user2022@globalenterprise.com,Summary,Generated,2024-05-24 01:58:00,5,3
M05009865,user4175@globalenterprise.com,Summary,Generated,2024-05-11 01:00:00,4,2
M05009866,user1451@globalenterprise.com,Summary,Generated,2024-05-23 01:17:00,4,2
M05009867,user4314@globalenterprise.com,Summary,Generated,2024-05-20 01:40:00,3,1
M05009868,user4386@globalenterprise.com,Summary,Generated,2024-05-12 00:50:00,4,1
M05009869,user7406@globalenterprise.com,Summary,Generated,2024-05-24 00:34:00,5,3
M05009870,user6310@globalenterprise.com,Summary,Generated,2024-05-24 00:58:00,5,2
M05009871,user2009@globalenterprise.com,Summary,Generated,2024-05-22 01:01:00,5,3
M05009872,user7577@globalenterprise.com,Summary,Generated,2024-05-16 00:32:00,4,1
M05009874,user7743@globalenterprise.com,Summary,Generated,2024-05-11 01:25:00,2,2
M05009875,user5530@globalenterprise.com,Summary,Generated,2024-05-10 01:13:00,2,3
M05009876,user4639@globalenterprise.com,Summary,Generated,2024-05-10 01:41:00,5,3
M05009878,user2805@globalenterprise.com,Summary,Generated,2024-05-17 00:16:00,3,2
M05009879,user6105@globalenterprise.com,Summary,Generated,2024-05-15 01:26:00,5,2
M05009881,user1605@globalenterprise.com,Summary,Generated,2024-05-07 01:25:00,3,1
M05009884,user515@globalenterprise.com,Summary,Generated,2024-05-03 01:36:00,3,2
M05009886,user2848@globalenterprise.com,Summary,Generated,2024-05-25 01:31:00,3,2
M05009889,user2858@globalenterprise.com,Summary,Generated,2024-05-13 01:26:00,3,2
M05009890,user7641@globalenterprise.com,Summary,Generated,2024-05-04 00:37:00,5,2
M05009891,user4757@globalenterprise.com,Summary,Generated,2024-05-25 01:49:00,3,3
M05009892,user1295@globalenterprise.com,Summary,Generated,2024-05-11 00:52:00,2,3
M05009895,user4387@globalenterprise.com,Summary,Generated,2024-05-28 01:25:00,5,1
M05009896,user1642@globalenterprise.com,Summary,Generated,2024-05-22 01:24:00,4,1
M05009897,user241@globalenterprise.com,Summary,Generated,2024-05-06 00:25:00,3,3
M05009898,user4239@globalenterprise.com,Summary,Generated,2024-05-17 01:29:00,5,2
M05009899,user747@globalenterprise.com,Summary,Generated,2024-05-29 00:50:00,3,1
M05009900,user5991@globalenterprise.com,Summary,Generated,2024-05-19 00:32:00,3,2
M05009901,user2750@globalenterprise.com,Summary,Generated,2024-05-18 00:53:00,4,3
M05009902,user688@globalenterprise.com,Summary,Generated,2024-05-13 00:53:00,4,1
M05009903,user3554@globalenterprise.com,Summary,Generated,2024-05-25 01:50:00,5,3
M05009910,user3462@globalenterprise.com,Summary,Generated,2024-05-18 01:29:00,5,3
M05009911,user1677@globalenterprise.com,Summary,Generated,2024-05-28 01:02:00,2,1
M05009913,user7092@globalenterprise.com,Summary,Generated,2024-05-17 00:32:00,3,2
M05009915,user7076@globalenterprise.com,Summary,Generated,2024-05-02 00:56:00,4,3
M05009917,user4481@globalenterprise.com,Summary,Generated,2024-05-23 00:36:00,2,3
M05009918,user2248@globalenterprise.com,Summary,Generated,2024-05-28 00:39:00,3,2
M05009920,user1512@globalenterprise.com,Summary,Generated,2024-05-13 00:43:00,2,3
M05009922,user7435@globalenterprise.com,Summary,Generated,2024-05-23 00:43:00,5,3
M05009923,user2842@globalenterprise.com,Summary,Generated,2024-05-06 01:32:00,5,2
M05009924,user602@globalenterprise.com,Summary,Generated,2024-05-15 00:17:00,2,1
M05009926,user1596@globalenterprise.com,Summary,Generated,2024-05-04 00:36:00,5,3
M05009928,user7141@globalenterprise.com,Summary,Generated,2024-05-11 00:30:00,3,2
M05009929,user6855@globalenterprise.com,Summary,Generated,2024-05-02 01:46:00,4,3
M05009930,user3227@globalenterprise.com,Summary,Generated,2024-05-10 01:42:00,3,2
M05009931,user4658@globalenterprise.com,Summary,Generated,2024-05-21 01:04:00,5,3
M05009932,user5239@globalenterprise.com,Summary,Generated,2024-05-08 01:56:00,2,2
M05009933,user907@globalenterprise.com,Summary,Generated,2024-05-08 01:36:00,2,3
M05009936,user1115@globalenterprise.com,Summary,Generated,2024-05-19 01:04:00,2,3
M05009937,user2656@globalenterprise.com,Summary,Generated,2024-05-26 01:46:00,4,3
M05009938,user1155@globalenterprise.com,Summary,Generated,2024-05-14 00:51:00,5,1
M05009939,user6185@globalenterprise.com,Summary,Generated,2024-05-09 01:18:00,5,2
M05009940,user5662@globalenterprise.com,Summary,Generated,2024-05-29 00:30:00,4,3
M05009941,user241@globalenterprise.com,Summary,Generated,2024-05-23 01:24:00,3,1
M05009942,user1513@globalenterprise.com,Summary,Generated,2024-05-25 00:18:00,5,1
M05009943,user754@globalenterprise.com,Summary,Generated,2024-05-05 02:00:00,2,1
M05009944,user1230@globalenterprise.com,Summary,Generated,2024-05-11 01:14:00,5,3
M05009948,user3530@globalenterprise.com,Summary,Generated,2024-05-12 00:22:00,2,3
M05009951,user4499@globalenterprise.com,Summary,Generated,2024-05-14 01:11:00,4,1
M05009952,user7374@globalenterprise.com,Summary,Generated,2024-05-27 00:19:00,3,3
M05009953,user7058@globalenterprise.com,Summary,Generated,2024-05-18 01:10:00,4,1
M05009954,user5283@globalenterprise.com,Summary,Generated,2024-05-14 01:14:00,2,2
M05009955,user66@globalenterprise.com,Summary,Generated,2024-05-11 00:52:00,3,2
